Year,Country,Region,Population,Income,LifeExpectancy,,,,,,,,,,,,,,,,,,,,
1963,Norway,Europe_Central_Asia,3666540,12794,73.11,,,,,,,,,,,,,,,,,,,,
1963,Poland,Europe_Central_Asia,30662122,5597.46,68.57,,,,,,,,,,,,,,,,,,,,
1963,Portugal,Europe_Central_Asia,9081600,4974.5,65.02,,,,,,,,,,,,,,,,,,,,
1963,Romania,Europe_Central_Asia,18813131,5040.1,66.67,,,,,,,,,,,,,,,,,,,,
1963,Serbia,Europe_Central_Asia,7689816,6877.27,64.83,,,,,,,,,,,,,,,,,,,,
1963,Slovak_Republic,Europe_Central_Asia,4281858,7292.14,70.71,,,,,,,,,,,,,,,,,,,,
1963,Slovenia,Europe_Central_Asia,1595028,8093.9,69.15,,,,,,,,,,,,,,,,,,,,
1963,Spain,Europe_Central_Asia,31429834,6221.1,69.85,,,,,,,,,,,,,,,,,,,,
1963,Sweden,Europe_Central_Asia,7604328,13733,73.56,,,,,,,,,,,,,,,,,,,,
1963,Switzerland,Europe_Central_Asia,5789000,20977.27,71.31,,,,,,,,,,,,,,,,,,,,
1963,Tajikistan,Europe_Central_Asia,2339558,.,57.48,,,,,,,,,,,,,,,,,,,,
1963,Turkey,Europe_Central_Asia,30509221,2880.23,52.3,,,,,,,,,,,,,,,,,,,,
1963,Turkmenistan,Europe_Central_Asia,1765175,.,55.74,,,,,,,,,,,,,,,,,,,,
1963,Ukraine,Europe_Central_Asia,44255938,.,71.39,,,,,,,,,,,,,,,,,,,,
1963,United_Kingdom,Europe_Central_Asia,53625000,12876.6,70.83,,,,,,,,,,,,,,,,,,,,
1963,Uzbekistan,Europe_Central_Asia,9546588,.,60.21,,,,,,,,,,,,,,,,,,,,
1963,Australia,Asia_Pacific,11001483,12722.22,70.99,,,,,,,,,,,,,,,,,,,,
1963,Brunei,Asia_Pacific,94351,.,63.08,,,,,,,,,,,,,,,,,,,,
1963,Cambodia,Asia_Pacific,6253991,519.81,43.99,,,,,,,,,,,,,,,,,,,,
1963,China,Asia_Pacific,682335000,519.76,51.9,,,,,,,,,,,,,,,,,,,,
1963,Fiji,Asia_Pacific,436455,2096.9,56.72,,,,,,,,,,,,,,,,,,,,
1963,French_Polynesia,Asia_Pacific,87046,.,57.35,,,,,,,,,,,,,,,,,,,,
1963,Hong_Kong_China,Asia_Pacific,3420900,5246.03,67.93,,,,,,,,,,,,,,,,,,,,
1963,Indonesia,Asia_Pacific,101009000,798.21,42.88,,,,,,,,,,,,,,,,,,,,
1963,Japan,Asia_Pacific,96811940,7061.48,69.81,,,,,,,,,,,,,,,,,,,,
1963,Korea_Dem_Rep,Asia_Pacific,11209506,1313,56.99,,,,,,,,,,,,,,,,,,,,
1963,Korea_Rep,Asia_Pacific,27211316,1243,55.42,,,,,,,,,,,,,,,,,,,,
1963,Macao_China,Asia_Pacific,206989,.,61.53,,,,,,,,,,,,,,,,,,,,
1963,Malaysia,Asia_Pacific,9148451,2077.26,56.1,,,,,,,,,,,,,,,,,,,,
1963,Micronesia_Fed_Sts,Asia_Pacific,45815,.,58.78,,,,,,,,,,,,,,,,,,,,
1963,Mongolia,Asia_Pacific,1031200,1089.39,48.58,,,,,,,,,,,,,,,,,,,,
1963,Myanmar,Asia_Pacific,24053395,691.68,45.74,,,,,,,,,,,,,,,,,,,,
1963,New_Caledonia,Asia_Pacific,86978,.,58.29,,,,,,,,,,,,,,,,,,,,
1963,New_Zealand,Asia_Pacific,2541350,13719.26,71.31,,,,,,,,,,,,,,,,,,,,
1963,Papua_New_Guinea,Asia_Pacific,1885929,1245.62,39.94,,,,,,,,,,,,,,,,,,,,
1963,Philippines,Asia_Pacific,31273198,1712.47,54.95,,,,,,,,,,,,,,,,,,,,
1963,Samoa,Asia_Pacific,120526,.,51.31,,,,,,,,,,,,,,,,,,,,
1963,Singapore,Asia_Pacific,1795000,3907.52,66.05,,,,,,,,,,,,,,,,,,,,
1963,Solomon_Islands,Asia_Pacific,136459,.,50.68,,,,,,,,,,,,,,,,,,,,
1963,Taiwan,Asia_Pacific,12276610,2265,66,,,,,,,,,,,,,,,,,,,,
1963,Thailand,Asia_Pacific,30173764,1050.68,55.86,,,,,,,,,,,,,,,,,,,,
1963,Timor-Leste,Asia_Pacific,535474,.,35.24,,,,,,,,,,,,,,,,,,,,
1963,Tonga,Asia_Pacific,69797,.,62.52,,,,,,,,,,,,,,,,,,,,
1963,Vietnam,Asia_Pacific,34932464,769.51,45.61,,,,,,,,,,,,,,,,,,,,
1963,Vanuatu,Asia_Pacific,71015,.,48.3,,,,,,,,,,,,,,,,,,,,
1964,Angola,Africa,5026044,4826.49,34.6,,,,,,,,,,,,,,,,,,,,
1964,Benin,Africa,2255760,1012.25,42.55,,,,,,,,,,,,,,,,,,,,
1964,Botswana,Africa,529966,1018.75,52.02,,,,,,,,,,,,,,,,,,,,
1964,Burkina_Faso,Africa,4989961,719.57,39.2,,,,,,,,,,,,,,,,,,,,
1964,Burundi,Africa,3088827,376.1,42.57,,,,,,,,,,,,,,,,,,,,
1964,Cameroon,Africa,5995682,1452.69,43.3,,,,,,,,,,,,,,,,,,,,
1964,Cape_Verde,Africa,224264,727.65,53.75,,,,,,,,,,,,,,,,,,,,
1964,Chad,Africa,3271357,1285.51,42.27,,,,,,,,,,,,,,,,,,,,
1964,Comoros,Africa,201208,1750.41,45.04,,,,,,,,,,,,,,,,,,,,
1964,Congo_Dem_Rep,Africa,18432651,872.83,42.21,,,,,,,,,,,,,,,,,,,,
1964,Congo_Rep,Africa,1097474,2513.69,50.79,,,,,,,,,,,,,,,,,,,,
1964,Cote_d_Ivoire,Africa,4148402,2192.29,42.64,,,,,,,,,,,,,,,,,,,,
1964,Equatorial_Guinea,Africa,251623,752.29,37.93,,,,,,,,,,,,,,,,,,,,
1964,Eritrea,Africa,1718392,434.87,40.78,,,,,,,,,,,,,,,,,,,,
1964,Ethiopia,Africa,26192357,478.77,40.8,,,,,,,,,,,,,,,,,,,,
1964,Gabon,Africa,467592,7256.21,41.6,,,,,,,,,,,,,,,,,,,,
1964,Ghana,Africa,7781813,1189.01,46.86,,,,,,,,,,,,,,,,,,,,
1964,Guinea,Africa,3259080,666.64,37.45,,,,,,,,,,,,,,,,,,,,
1964,Guinea-Bissau,Africa,610284,659.09,35.6,,,,,,,,,,,,,,,,,,,,
1964,Kenya,Africa,9247518,970.14,48.8,,,,,,,,,,,,,,,,,,,,
1964,Lesotho,Africa,931826,472.32,48.06,,,,,,,,,,,,,,,,,,,,
1964,Liberia,Africa,1175491,645.9,41.95,,,,,,,,,,,,,,,,,,,,
1964,Madagascar,Africa,5943744,1624.24,41.45,,,,,,,,,,,,,,,,,,,,
1964,Malawi,Africa,3816197,390.22,38.65,,,,,,,,,,,,,,,,,,,,
1964,Mali,Africa,4889008,532.17,36.62,,,,,,,,,,,,,,,,,,,,
1964,Mauritania,Africa,1178277,1252.62,45.75,,,,,,,,,,,,,,,,,,,,
1964,Mauritius,Africa,736182,2555.21,60.75,,,,,,,,,,,,,,,,,,,,
1964,Mayotte,Africa,30663,.,58.07,,,,,,,,,,,,,,,,,,,,
1964,Mozambique,Africa,8127242,536.63,36.76,,,,,,,,,,,,,,,,,,,,
1964,Namibia,Africa,653950,3855.43,49.27,,,,,,,,,,,,,,,,,,,,
1964,Niger,Africa,4252122,1053.89,37.74,,,,,,,,,,,,,,,,,,,,
1964,Nigeria,Africa,43940734,1251.08,38.87,,,,,,,,,,,,,,,,,,,,
1964,Reunion,Africa,383700,3469.5,58.43,,,,,,,,,,,,,,,,,,,,
1964,Rwanda,Africa,3183993,451.85,43.4,,,,,,,,,,,,,,,,,,,,
1964,Sao_Tome_and_Principe,Africa,67452,1197.78,52.7,,,,,,,,,,,,,,,,,,,,
1964,Senegal,Africa,3636138,1668.63,41.09,,,,,,,,,,,,,,,,,,,,
1964,Sierra_Leone,Africa,2543140,1114.89,34.14,,,,,,,,,,,,,,,,,,,,
1964,Somalia,Africa,3212842,1216.29,37.58,,,,,,,,,,,,,,,,,,,,
1964,South_Africa,Africa,19370514,6380.02,50.57,,,,,,,,,,,,,,,,,,,,
1964,Sudan,Africa,11800659,1785.07,44.21,,,,,,,,,,,,,,,,,,,,
1964,Swaziland,Africa,389347,2139.39,45.42,,,,,,,,,,,,,,,,,,,,
1964,Tanzania,Africa,11521695,763.24,44.7,,,,,,,,,,,,,,,,,,,,
1964,Togo,Africa,1606285,1218.93,46.4,,,,,,,,,,,,,,,,,,,,
1964,Uganda,Africa,8147346,868.29,46.16,,,,,,,,,,,,,,,,,,,,
1964,Zambia,Africa,3599000,1599.11,46.54,,,,,,,,,,,,,,,,,,,,
1964,Zimbabwe,Africa,4537263,535.49,52.92,,,,,,,,,,,,,,,,,,,,
1964,Afghanistan,South_Asia,10744167,846.27,32.58,,,,,,,,,,,,,,,,,,,,
1964,Bangladesh,South_Asia,59402546,734,41.88,,,,,,,,,,,,,,,,,,,,
1964,Bhutan,South_Asia,931782,.,38.18,,,,,,,,,,,,,,,,,,,,
1964,India,South_Asia,474000000,755,45,,,,,,,,,,,,,,,,,,,,
1964,Maldives,South_Asia,94244,.,46.1,,,,,,,,,,,,,,,,,,,,
1964,Nepal,South_Asia,10677158,661.37,39.92,,,,,,,,,,,,,,,,,,,,
1964,Pakistan,South_Asia,55988385,871,51.38,,,,,,,,,,,,,,,,,,,,
1964,Sri_Lanka,South_Asia,10942373,1094.23,59.09,,,,,,,,,,,,,,,,,,,,
1964,Algeria,Middle_East,11612858,3214.44,49.21,,,,,,,,,,,,,,,,,,,,
1964,Bahrain,Middle_East,185691,13372.47,57.79,,,,,,,,,,,,,,,,,,,,
1964,Djibouti,Middle_East,103354,3019.73,40.42,,,,,,,,,,,,,,,,,,,,
1964,Iraq,Middle_East,7711071,8253.13,53.73,,,,,,,,,,,,,,,,,,,,
1964,Israel,Middle_East,2498199,7981.81,69.86,,,,,,,,,,,,,,,,,,,,
1964,Jordan,Middle_East,1017180,2671.52,49.02,,,,,,,,,,,,,,,,,,,,
1964,Kuwait,Middle_East,433233,91341.83,61.72,,,,,,,,,,,,,,,,,,,,
1964,Lebanon,Middle_East,1996143,5814.82,62.7,,,,,,,,,,,,,,,,,,,,
1964,Libya,Middle_East,1560361,12161.38,48.53,,,,,,,,,,,,,,,,,,,,
1964,Morocco,Middle_East,13722483,1596.54,48.64,,,,,,,,,,,,,,,,,,,,
1964,Oman,Middle_East,661826,2902.51,44.17,,,,,,,,,,,,,,,,,,,,
1964,Qatar,Middle_East,63897,.,56.04,,,,,,,,,,,,,,,,,,,,
1964,Saudi_Arabia,Middle_East,5192398,13089.1,47.06,,,,,,,,,,,,,,,,,,,,
1964,Tunisia,Middle_East,4468393,1912.76,50.24,,,,,,,,,,,,,,,,,,,,
1964,United_Arab_Emirates,Middle_East,132980,.,56.19,,,,,,,,,,,,,,,,,,,,
1964,West_Bank_and_Gaza,Middle_East,1182145,2368.29,49.02,,,,,,,,,,,,,,,,,,,,
1964,Yemen_Rep,Middle_East,6378206,837.04,35.62,,,,,,,,,,,,,,,,,,,,
1964,Argentina,America,21949244,7452.89,65.6,,,,,,,,,,,,,,,,,,,,
1964,Aruba,America,59091,.,67.14,,,,,,,,,,,,,,,,,,,,
1964,Barbados,America,233269,6130.21,66.5,,,,,,,,,,,,,,,,,,,,
1964,Belize,America,103902,1972.05,63.44,,,,,,,,,,,,,,,,,,,,
1964,Bolivia,America,3764067,2323.02,43.92,,,,,,,,,,,,,,,,,,,,
1964,Brazil,America,80666939,3277.01,56.28,,,,,,,,,,,,,,,,,,,,
1964,Canada,America,19711053,14510.9,71.69,,,,,,,,,,,,,,,,,,,,
1964,Chile,America,8330423,4694.22,58.76,,,,,,,,,,,,,,,,,,,,
1964,Colombia,America,18090000,2566.86,58.64,,,,,,,,,,,,,,,,,,,,
1964,Costa_Rica,America,1440184,3680.52,63.83,,,,,,,,,,,,,,,,,,,,
1964,Cuba,America,7612275,5087.17,66.4,,,,,,,,,,,,,,,,,,,,
1964,Ecuador,America,4967705,4227.1,55.39,,,,,,,,,,,,,,,,,,,,
1964,El_Salvador,America,2923870,4047.7,53.97,,,,,,,,,,,,,,,,,,,,
1964,French_Guiana,America,37893,.,60.97,,,,,,,,,,,,,,,,,,,,
1964,Grenada,America,92767,.,63.75,,,,,,,,,,,,,,,,,,,,
1964,Guadeloupe,America,295823,.,65.05,,,,,,,,,,,,,,,,,,,,
1964,Guatemala,America,4454413,2978.56,47.89,,,,,,,,,,,,,,,,,,,,
1964,Guyana,America,626389,2049.28,57.99,,,,,,,,,,,,,,,,,,,,
1964,Haiti,America,4049805,1572.87,44.46,,,,,,,,,,,,,,,,,,,,
1964,Honduras,America,2246099,2326.64,48.92,,,,,,,,,,,,,,,,,,,,
1964,Jamaica,America,1738997,5596.18,66.28,,,,,,,,,,,,,,,,,,,,
1964,Martinique,America,306529,.,65.01,,,,,,,,,,,,,,,,,,,,
1964,Mexico,America,43774575,5213.6,59.06,,,,,,,,,,,,,,,,,,,,
1964,Netherlands_Antilles,America,144450,.,67.13,,,,,,,,,,,,,,,,,,,,
1964,Nicaragua,America,1695330,4222.45,49.6,,,,,,,,,,,,,,,,,,,,
1964,Panama,America,1287993,3810.21,62.72,,,,,,,,,,,,,,,,,,,,
1964,Paraguay,America,2115353,2187.33,64.57,,,,,,,,,,,,,,,,,,,,
1964,Peru,America,11143500,5235.97,49.74,,,,,,,,,,,,,,,,,,,,
1964,Puerto_Rico,America,2552181,5793.24,70.12,,,,,,,,,,,,,,,,,,,,
1964,Suriname,America,327023,.,61.14,,,,,,,,,,,,,,,,,,,,
1964,Trinidad_and_Tobago,America,923887,5217.56,65.18,,,,,,,,,,,,,,,,,,,,
1964,United_States,America,191889000,20243.98,70.33,,,,,,,,,,,,,,,,,,,,
1964,Uruguay,America,2663610,5603.15,68.54,,,,,,,,,,,,,,,,,,,,
1964,Albania,Europe_Central_Asia,1832284,2473.7,65.44,,,,,,,,,,,,,,,,,,,,
1964,Armenia,Europe_Central_Asia,2134940,.,67.74,,,,,,,,,,,,,,,,,,,,
1964,Austria,Europe_Central_Asia,7223801,11705.63,70.16,,,,,,,,,,,,,,,,,,,,
1964,Azerbaijan,Europe_Central_Asia,4430183,.,62.67,,,,,,,,,,,,,,,,,,,,
1964,Belarus,Europe_Central_Asia,8501607,.,73.48,,,,,,,,,,,,,,,,,,,,
1964,Belgium,Europe_Central_Asia,9367000,12089.41,70.73,,,,,,,,,,,,,,,,,,,,
1964,Bosnia_and_Herzegovina,Europe_Central_Asia,3445000,2029.36,62.85,,,,,,,,,,,,,,,,,,,,
1964,Bulgaria,Europe_Central_Asia,8144339,4721.86,71.14,,,,,,,,,,,,,,,,,,,,
1964,Croatia,Europe_Central_Asia,4113553,6502.15,67.63,,,,,,,,,,,,,,,,,,,,
1964,Cyprus,Europe_Central_Asia,586500,.,69.53,,,,,,,,,,,,,,,,,,,,
1964,Denmark,Europe_Central_Asia,4720171,13937.78,72.52,,,,,,,,,,,,,,,,,,,,
1964,Estonia,Europe_Central_Asia,1272439,.,70.64,,,,,,,,,,,,,,,,,,,,
1964,Finland,Europe_Central_Asia,4548544,10042.22,69.37,,,,,,,,,,,,,,,,,,,,
1964,France,Europe_Central_Asia,48340000,12197.97,71.32,,,,,,,,,,,,,,,,,,,,
1964,Georgia,Europe_Central_Asia,4406832,.,65.27,,,,,,,,,,,,,,,,,,,,
1964,Germany,Europe_Central_Asia,74954262,13844.37,70.52,,,,,,,,,,,,,,,,,,,,
1964,Greece,Europe_Central_Asia,8510429,6709.76,69.98,,,,,,,,,,,,,,,,,,,,
1964,Hungary,Europe_Central_Asia,10124000,8362.48,69.48,,,,,,,,,,,,,,,,,,,,
1964,Iceland,Europe_Central_Asia,188847,12133.87,73.57,,,,,,,,,,,,,,,,,,,,
1964,Ireland,Europe_Central_Asia,2864000,7131.74,70.49,,,,,,,,,,,,,,,,,,,,
1964,Italy,Europe_Central_Asia,51600200,8821.6,70.4,,,,,,,,,,,,,,,,,,,,
1964,Kazakhstan,Europe_Central_Asia,11601936,.,60.04,,,,,,,,,,,,,,,,,,,,
1964,Latvia,Europe_Central_Asia,2227495,.,71.52,,,,,,,,,,,,,,,,,,,,
1964,Lithuania,Europe_Central_Asia,2922673,.,71.94,,,,,,,,,,,,,,,,,,,,
1964,Luxembourg,Europe_Central_Asia,327750,19273.35,69.07,,,,,,,,,,,,,,,,,,,,
1964,Macedonia_FYR,Europe_Central_Asia,1444676,3972.98,63.14,,,,,,,,,,,,,,,,,,,,
1964,Malta,Europe_Central_Asia,323591,2301.61,69.05,,,,,,,,,,,,,,,,,,,,
1964,Moldova,Europe_Central_Asia,3271001,.,62.96,,,,,,,,,,,,,,,,,,,,
1964,Montenegro,Europe_Central_Asia,486538,5518.98,64.72,,,,,,,,,,,,,,,,,,,,
1964,Netherlands,Europe_Central_Asia,12127120,12287.88,73.73,,,,,,,,,,,,,,,,,,,,
1964,Norway,Europe_Central_Asia,3694339,13355,73.61,,,,,,,,,,,,,,,,,,,,
1964,Poland,Europe_Central_Asia,30975520,5788.41,68.8,,,,,,,,,,,,,,,,,,,,
1964,Portugal,Europe_Central_Asia,9122500,5278.68,65.24,,,,,,,,,,,,,,,,,,,,
1964,Romania,Europe_Central_Asia,18927081,5326.92,66.78,,,,,,,,,,,,,,,,,,,,
1964,Serbia,Europe_Central_Asia,7756518,7465.67,65.33,,,,,,,,,,,,,,,,,,,,
1964,Slovak_Republic,Europe_Central_Asia,4326174,7578.14,71.09,,,,,,,,,,,,,,,,,,,,
1964,Slovenia,Europe_Central_Asia,1606083,8786.4,69.2,,,,,,,,,,,,,,,,,,,,
1964,Spain,Europe_Central_Asia,31740862,6765.93,70.58,,,,,,,,,,,,,,,,,,,,
1964,Sweden,Europe_Central_Asia,7661354,14703,73.73,,,,,,,,,,,,,,,,,,,,
1964,Switzerland,Europe_Central_Asia,5887000,21712.09,72.2,,,,,,,,,,,,,,,,,,,,
1964,Tajikistan,Europe_Central_Asia,2424081,.,57.9,,,,,,,,,,,,,,,,,,,,
1964,Turkey,Europe_Central_Asia,31227361,2919.57,52.84,,,,,,,,,,,,,,,,,,,,
1964,Turkmenistan,Europe_Central_Asia,1825383,.,56.16,,,,,,,,,,,,,,,,,,,,
1964,Ukraine,Europe_Central_Asia,44785626,.,72.19,,,,,,,,,,,,,,,,,,,,
1964,United_Kingdom,Europe_Central_Asia,53991000,13465.99,71.62,,,,,,,,,,,,,,,,,,,,
1964,Uzbekistan,Europe_Central_Asia,9877755,.,60.63,,,,,,,,,,,,,,,,,,,,
1964,Australia,Asia_Pacific,11218304,13329.9,70.65,,,,,,,,,,,,,,,,,,,,
1964,Brunei,Asia_Pacific,98171,.,63.43,,,,,,,,,,,,,,,,,,,,
1964,Cambodia,Asia_Pacific,6426908,492.19,44.53,,,,,,,,,,,,,,,,,,,,
1964,China,Asia_Pacific,698355000,567.77,53.32,,,,,,,,,,,,,,,,,,,,
1964,Fiji,Asia_Pacific,450647,2130.13,57.13,,,,,,,,,,,,,,,,,,,,
1964,French_Polynesia,Asia_Pacific,90793,.,57.73,,,,,,,,,,,,,,,,,,,,
1964,Hong_Kong_China,Asia_Pacific,3504600,5559.56,68.42,,,,,,,,,,,,,,,,,,,,
1964,Indonesia,Asia_Pacific,103031000,809.58,43.53,,,,,,,,,,,,,,,,,,,,
1964,Japan,Asia_Pacific,97826267,7803.68,70.28,,,,,,,,,,,,,,,,,,,,
1964,Korea_Dem_Rep,Asia_Pacific,11527887,1396,57.57,,,,,,,,,,,,,,,,,,,,
1964,Korea_Rep,Asia_Pacific,27984000,1322,55.86,,,,,,,,,,,,,,,,,,,,
1964,Macao_China,Asia_Pacific,215496,.,62.4,,,,,,,,,,,,,,,,,,,,
1964,Malaysia,Asia_Pacific,9397464,2149.87,56.83,,,,,,,,,,,,,,,,,,,,
1964,Micronesia_Fed_Sts,Asia_Pacific,47246,.,59.18,,,,,,,,,,,,,,,,,,,,
1964,Mongolia,Asia_Pacific,1060600,1121.78,49.19,,,,,,,,,,,,,,,,,,,,
1964,Myanmar,Asia_Pacific,24485982,691.54,46.5,,,,,,,,,,,,,,,,,,,,
1964,New_Caledonia,Asia_Pacific,88066,.,58.98,,,,,,,,,,,,,,,,,,,,
1964,New_Zealand,Asia_Pacific,2591950,14107.05,71.35,,,,,,,,,,,,,,,,,,,,
1964,Papua_New_Guinea,Asia_Pacific,1936607,1325.88,40.44,,,,,,,,,,,,,,,,,,,,
1964,Philippines,Asia_Pacific,32254350,1717.62,55.38,,,,,,,,,,,,,,,,,,,,
1964,Samoa,Asia_Pacific,123874,.,51.83,,,,,,,,,,,,,,,,,,,,
1964,Singapore,Asia_Pacific,1841600,3827.09,66.51,,,,,,,,,,,,,,,,,,,,
1964,Solomon_Islands,Asia_Pacific,140000,.,51.19,,,,,,,,,,,,,,,,,,,,
1964,Taiwan,Asia_Pacific,12631480,2465,66.7,,,,,,,,,,,,,,,,,,,,
1964,Thailand,Asia_Pacific,31106615,1088.71,56.34,,,,,,,,,,,,,,,,,,,,
1964,Timor-Leste,Asia_Pacific,544346,.,35.74,,,,,,,,,,,,,,,,,,,,
1964,Tonga,Asia_Pacific,71949,.,62.88,,,,,,,,,,,,,,,,,,,,
1964,Vietnam,Asia_Pacific,36099052,780.9,46.11,,,,,,,,,,,,,,,,,,,,
1964,Vanuatu,Asia_Pacific,72577,.,48.9,,,,,,,,,,,,,,,,,,,,
1965,Angola,Africa,5134818,5102.21,35,,,,,,,,,,,,,,,,,,,,
1965,Benin,Africa,2310714,1039.34,43.01,,,,,,,,,,,,,,,,,,,,
1965,Botswana,Africa,538100,1034.37,52.37,,,,,,,,,,,,,,,,,,,,
1965,Burkina_Faso,Africa,5031519,740.98,39.63,,,,,,,,,,,,,,,,,,,,
1965,Burundi,Africa,3170653,380.08,42.87,,,,,,,,,,,,,,,,,,,,
1965,Cameroon,Africa,6103788,1455.61,43.74,,,,,,,,,,,,,,,,,,,,
1965,Cape_Verde,Africa,231719,741.25,54.23,,,,,,,,,,,,,,,,,,,,
1965,Chad,Africa,3344639,1264.43,42.65,,,,,,,,,,,,,,,,,,,,
1965,Comoros,Africa,206279,1714.18,45.44,,,,,,,,,,,,,,,,,,,,
1965,Congo_Dem_Rep,Africa,18855509,861.88,42.44,,,,,,,,,,,,,,,,,,,,
1965,Congo_Rep,Africa,1123795,2537.54,51.41,,,,,,,,,,,,,,,,,,,,
1965,Cote_d_Ivoire,Africa,4326838,2055.67,43.14,,,,,,,,,,,,,,,,,,,,
1965,Equatorial_Guinea,Africa,252833,844.87,38.24,,,,,,,,,,,,,,,,,,,,
1965,Eritrea,Africa,1746439,451.17,41.19,,,,,,,,,,,,,,,,,,,,
1965,Ethiopia,Africa,26740270,496.71,41.25,,,,,,,,,,,,,,,,,,,,
1965,Gabon,Africa,474386,7803.24,42.36,,,,,,,,,,,,,,,,,,,,
1965,Ghana,Africa,8009602,1170.79,47.14,,,,,,,,,,,,,,,,,,,,
1965,Guinea,Africa,3321330,699.08,37.72,,,,,,,,,,,,,,,,,,,,
1965,Guinea-Bissau,Africa,603780,692.24,35.86,,,,,,,,,,,,,,,,,,,,
1965,Kenya,Africa,9549179,950.16,49.36,,,,,,,,,,,,,,,,,,,,
1965,Lesotho,Africa,952459,472.45,48.24,,,,,,,,,,,,,,,,,,,,
1965,Liberia,Africa,1208749,638.98,42.38,,,,,,,,,,,,,,,,,,,,
1965,Madagascar,Africa,6070004,1583.08,41.85,,,,,,,,,,,,,,,,,,,,
1965,Malawi,Africa,3914095,431.95,38.87,,,,,,,,,,,,,,,,,,,,
1965,Mali,Africa,4993293,528.5,36.74,,,,,,,,,,,,,,,,,,,,
1965,Mauritania,Africa,1195012,1406.61,46.07,,,,,,,,,,,,,,,,,,,,
1965,Mauritius,Africa,755528,2570.02,60.98,,,,,,,,,,,,,,,,,,,,
1965,Mayotte,Africa,31507,.,58.64,,,,,,,,,,,,,,,,,,,,
1965,Mozambique,Africa,8301446,537.25,37.16,,,,,,,,,,,,,,,,,,,,
1965,Namibia,Africa,670981,4010.17,49.83,,,,,,,,,,,,,,,,,,,,
1965,Niger,Africa,4343664,1109.42,37.79,,,,,,,,,,,,,,,,,,,,
1965,Nigeria,Africa,45020052,1303.64,39.1,,,,,,,,,,,,,,,,,,,,
1965,Reunion,Africa,392900,3717.11,59,,,,,,,,,,,,,,,,,,,,
1965,Rwanda,Africa,3264640,471.62,43.63,,,,,,,,,,,,,,,,,,,,
1965,Sao_Tome_and_Principe,Africa,68691,1254.59,53.23,,,,,,,,,,,,,,,,,,,,
1965,Senegal,Africa,3743967,1681.15,41.29,,,,,,,,,,,,,,,,,,,,
1965,Sierra_Leone,Africa,2581979,1176.51,34.38,,,,,,,,,,,,,,,,,,,,
1965,Somalia,Africa,3282503,1111.44,37.98,,,,,,,,,,,,,,,,,,,,
1965,South_Africa,Africa,19898242,6625.41,50.96,,,,,,,,,,,,,,,,,,,,
1965,Sudan,Africa,12085785,1860.81,44.57,,,,,,,,,,,,,,,,,,,,
1965,Swaziland,Africa,399481,2410.44,45.73,,,,,,,,,,,,,,,,,,,,
1965,Tanzania,Africa,11870412,767.49,44.99,,,,,,,,,,,,,,,,,,,,
1965,Togo,Africa,1647772,1350.38,46.84,,,,,,,,,,,,,,,,,,,,
1965,Uganda,Africa,8389294,861.75,46.72,,,,,,,,,,,,,,,,,,,,
1965,Zambia,Africa,3694000,1841.72,46.9,,,,,,,,,,,,,,,,,,,,
1965,Zimbabwe,Africa,4685272,552.37,53.25,,,,,,,,,,,,,,,,,,,,
1965,Afghanistan,South_Asia,10997885,845.22,32.98,,,,,,,,,,,,,,,,,,,,
1965,Bangladesh,South_Asia,60332117,758,42.33,,,,,,,,,,,,,,,,,,,,
1965,Bhutan,South_Asia,950000,.,38.52,,,,,,,,,,,,,,,,,,,,
1965,India,South_Asia,485000000,707,45.65,,,,,,,,,,,,,,,,,,,,
1965,Maldives,South_Asia,97769,.,46.73,,,,,,,,,,,,,,,,,,,,
1965,Nepal,South_Asia,10862394,665.64,40.32,,,,,,,,,,,,,,,,,,,,
1965,Pakistan,South_Asia,57494940,886,51.91,,,,,,,,,,,,,,,,,,,,
1965,Sri_Lanka,South_Asia,11202264,1102.42,59.58,,,,,,,,,,,,,,,,,,,,
1965,Algeria,Middle_East,11963091,3327.99,49.82,,,,,,,,,,,,,,,,,,,,
1965,Bahrain,Middle_East,191378,13810.42,58.4,,,,,,,,,,,,,,,,,,,,
1965,Djibouti,Middle_East,110840,3013.92,40.89,,,,,,,,,,,,,,,,,,,,
1965,Iraq,Middle_East,7970746,8758.22,54.54,,,,,,,,,,,,,,,,,,,,
1965,Israel,Middle_East,2578184,8462.28,70.12,,,,,,,,,,,,,,,,,,,,
1965,Jordan,Middle_East,1061463,2853.28,49.69,,,,,,,,,,,,,,,,,,,,
1965,Kuwait,Middle_East,476123,84952.11,62.52,,,,,,,,,,,,,,,,,,,,
1965,Lebanon,Middle_East,2057945,6229.76,63.07,,,,,,,,,,,,,,,,,,,,
1965,Libya,Middle_East,1623770,15128.28,49.01,,,,,,,,,,,,,,,,,,,,
1965,Morocco,Middle_East,14066154,1612.12,49.13,,,,,,,,,,,,,,,,,,,,
1965,Oman,Middle_East,678672,2842.57,44.92,,,,,,,,,,,,,,,,,,,,
1965,Qatar,Middle_East,70284,.,56.83,,,,,,,,,,,,,,,,,,,,
1965,Saudi_Arabia,Middle_East,5327432,14304.44,47.83,,,,,,,,,,,,,,,,,,,,
1965,Tunisia,Middle_East,4565747,1989.82,50.73,,,,,,,,,,,,,,,,,,,,
1965,United_Arab_Emirates,Middle_East,143798,.,56.98,,,,,,,,,,,,,,,,,,,,
