Year,Country,Region,Population,Income,LifeExpectancy,,,,,,,,,,,,,,,,,,,,
1962,Guinea,Africa,3140003,686.37,36.91,,,,,,,,,,,,,,,,,,,,
1962,Guinea-Bissau,Africa,627820,597.24,35.06,,,,,,,,,,,,,,,,,,,,
1962,Kenya,Africa,8678557,896.97,47.6,,,,,,,,,,,,,,,,,,,,
1962,Lesotho,Africa,893143,411.8,47.48,,,,,,,,,,,,,,,,,,,,
1962,Liberia,Africa,1112796,634.2,41.1,,,,,,,,,,,,,,,,,,,,
1962,Madagascar,Africa,5703324,1643.39,40.65,,,,,,,,,,,,,,,,,,,,
1962,Malawi,Africa,3628608,427.9,38.24,,,,,,,,,,,,,,,,,,,,
1962,Mali,Africa,4690372,496.17,36.41,,,,,,,,,,,,,,,,,,,,
1962,Mauritania,Africa,1146757,1055.9,45.12,,,,,,,,,,,,,,,,,,,,
1962,Mauritius,Africa,701016,2529.07,60.29,,,,,,,,,,,,,,,,,,,,
1962,Mayotte,Africa,29065,.,57,,,,,,,,,,,,,,,,,,,,
1962,Mozambique,Africa,7788944,556.69,35.93,,,,,,,,,,,,,,,,,,,,
1962,Namibia,Africa,621392,3173.22,48.11,,,,,,,,,,,,,,,,,,,,
1962,Niger,Africa,4076008,997.77,37.64,,,,,,,,,,,,,,,,,,,,
1962,Nigeria,Africa,41871351,1150.93,38.39,,,,,,,,,,,,,,,,,,,,
1962,Reunion,Africa,358900,3173.72,57.36,,,,,,,,,,,,,,,,,,,,
1962,Rwanda,Africa,3051242,597.47,42.87,,,,,,,,,,,,,,,,,,,,
1962,Sao_Tome_and_Principe,Africa,65345,1071.55,51.59,,,,,,,,,,,,,,,,,,,,
1962,Senegal,Africa,3430243,1654.99,40.7,,,,,,,,,,,,,,,,,,,,
1962,Sierra_Leone,Africa,2467895,1116.64,33.71,,,,,,,,,,,,,,,,,,,,
1962,Somalia,Africa,3080153,1369.49,36.78,,,,,,,,,,,,,,,,,,,,
1962,South_Africa,Africa,18356657,5768.73,49.82,,,,,,,,,,,,,,,,,,,,
1962,Sudan,Africa,11183227,1959.59,43.56,,,,,,,,,,,,,,,,,,,,
1962,Swaziland,Africa,370006,1856.18,44.84,,,,,,,,,,,,,,,,,,,,
1962,Tanzania,Africa,10863958,722,44.16,,,,,,,,,,,,,,,,,,,,
1962,Togo,Africa,1528098,1067.53,45.57,,,,,,,,,,,,,,,,,,,,
1962,Uganda,Africa,7688797,767.27,45.07,,,,,,,,,,,,,,,,,,,,
1962,Zambia,Africa,3421000,1452.73,45.84,,,,,,,,,,,,,,,,,,,,
1962,Zimbabwe,Africa,4277736,527.27,52.23,,,,,,,,,,,,,,,,,,,,
1962,Afghanistan,South_Asia,10267083,853.1,31.82,,,,,,,,,,,,,,,,,,,,
1962,Bangladesh,South_Asia,56839289,686,41.01,,,,,,,,,,,,,,,,,,,,
1962,Bhutan,South_Asia,898475,.,37.58,,,,,,,,,,,,,,,,,,,,
1962,India,South_Asia,454000000,699,43.71,,,,,,,,,,,,,,,,,,,,
1962,Maldives,South_Asia,92744,.,44.84,,,,,,,,,,,,,,,,,,,,
1962,Nepal,South_Asia,10332057,652.4,39.16,,,,,,,,,,,,,,,,,,,,
1962,Pakistan,South_Asia,53100671,803,50.34,,,,,,,,,,,,,,,,,,,,
1962,Sri_Lanka,South_Asia,10421936,1074.47,58.24,,,,,,,,,,,,,,,,,,,,
1962,Algeria,Middle_East,11000948,2550.82,48.04,,,,,,,,,,,,,,,,,,,,
1962,Bahrain,Middle_East,171863,12753.28,56.58,,,,,,,,,,,,,,,,,,,,
1962,Djibouti,Middle_East,89898,3020.99,39.47,,,,,,,,,,,,,,,,,,,,
1962,Iraq,Middle_East,7240260,7902.87,51.99,,,,,,,,,,,,,,,,,,,,
1962,Israel,Middle_East,2310904,7105.63,69.3,,,,,,,,,,,,,,,,,,,,
1962,Jordan,Middle_East,933559,2348.01,47.84,,,,,,,,,,,,,,,,,,,,
1962,Kuwait,Middle_East,358266,95458.11,60.29,,,,,,,,,,,,,,,,,,,,
1962,Lebanon,Middle_East,1886848,5714.56,61.89,,,,,,,,,,,,,,,,,,,,
1962,Libya,Middle_East,1441863,6757.03,47.55,,,,,,,,,,,,,,,,,,,,
1962,Morocco,Middle_East,13056604,1566.35,47.67,,,,,,,,,,,,,,,,,,,,
1962,Oman,Middle_East,628164,2924.64,42.79,,,,,,,,,,,,,,,,,,,,
1962,Qatar,Middle_East,52968,.,54.42,,,,,,,,,,,,,,,,,,,,
1962,Saudi_Arabia,Middle_East,4943029,11626.42,45.61,,,,,,,,,,,,,,,,,,,,
1962,Tunisia,Middle_East,4286552,1660.3,49.3,,,,,,,,,,,,,,,,,,,,
1962,United_Arab_Emirates,Middle_East,115827,.,54.56,,,,,,,,,,,,,,,,,,,,
1962,West_Bank_and_Gaza,Middle_East,1133134,2198.96,47.85,,,,,,,,,,,,,,,,,,,,
1962,Yemen_Rep,Middle_East,6120081,825.62,35.04,,,,,,,,,,,,,,,,,,,,
1962,Argentina,America,21283783,7133.17,65.44,,,,,,,,,,,,,,,,,,,,
1962,Aruba,America,57681,.,66.47,,,,,,,,,,,,,,,,,,,,
1962,Barbados,America,228747,6204.49,65.64,,,,,,,,,,,,,,,,,,,,
1962,Belize,America,97594,1916.32,62.43,,,,,,,,,,,,,,,,,,,,
1962,Bolivia,America,3593918,2180.97,43.29,,,,,,,,,,,,,,,,,,,,
1962,Brazil,America,76039390,3336.59,55.43,,,,,,,,,,,,,,,,,,,,
1962,Canada,America,18985849,13462.49,71.3,,,,,,,,,,,,,,,,,,,,
1962,Chile,America,7961258,4519.09,57.83,,,,,,,,,,,,,,,,,,,,
1962,Colombia,America,17009885,2492.35,57.74,,,,,,,,,,,,,,,,,,,,
1962,Costa_Rica,America,1345187,3460.94,62.74,,,,,,,,,,,,,,,,,,,,
1962,Cuba,America,7254373,5180.76,65.13,,,,,,,,,,,,,,,,,,,,
1962,Ecuador,America,4681707,4086.11,54.35,,,,,,,,,,,,,,,,,,,,
1962,El_Salvador,America,2747687,3776.8,52.72,,,,,,,,,,,,,,,,,,,,
1962,French_Guiana,America,34424,.,59.14,,,,,,,,,,,,,,,,,,,,
1962,Grenada,America,91449,.,63.56,,,,,,,,,,,,,,,,,,,,
1962,Guadeloupe,America,282625,.,64.39,,,,,,,,,,,,,,,,,,,,
1962,Guatemala,America,4208858,2750.36,46.69,,,,,,,,,,,,,,,,,,,,
1962,Guyana,America,597896,2202.78,57.1,,,,,,,,,,,,,,,,,,,,
1962,Haiti,America,3880130,1796.59,43.33,,,,,,,,,,,,,,,,,,,,
1962,Honduras,America,2090162,2291.16,47.64,,,,,,,,,,,,,,,,,,,,
1962,Jamaica,America,1665128,5246.11,65.38,,,,,,,,,,,,,,,,,,,,
1962,Martinique,America,295486,.,63.89,,,,,,,,,,,,,,,,,,,,
1962,Mexico,America,41121485,4581.61,58.18,,,,,,,,,,,,,,,,,,,,
1962,Netherlands_Antilles,America,133959,.,66.46,,,,,,,,,,,,,,,,,,,,
1962,Nicaragua,America,1590597,3634.36,48.29,,,,,,,,,,,,,,,,,,,,
1962,Panama,America,1215725,3536.54,61.8,,,,,,,,,,,,,,,,,,,,
1962,Paraguay,America,2009813,2148.03,64.22,,,,,,,,,,,,,,,,,,,,
1962,Peru,America,10516500,4957.04,48.76,,,,,,,,,,,,,,,,,,,,
1962,Puerto_Rico,America,2448046,5108.34,69.7,,,,,,,,,,,,,,,,,,,,
1962,Suriname,America,305124,.,60.41,,,,,,,,,,,,,,,,,,,,
1962,Trinidad_and_Tobago,America,887498,4997.52,64.55,,,,,,,,,,,,,,,,,,,,
1962,United_States,America,186538000,18978.45,70.21,,,,,,,,,,,,,,,,,,,,
1962,Uruguay,America,2598466,5603.36,68.29,,,,,,,,,,,,,,,,,,,,
1962,Albania,Europe_Central_Asia,1728137,2312.89,64.16,,,,,,,,,,,,,,,,,,,,
1962,Armenia,Europe_Central_Asia,2006853,.,66.86,,,,,,,,,,,,,,,,,,,,
1962,Austria,Europe_Central_Asia,7129864,10750.72,69.54,,,,,,,,,,,,,,,,,,,,
1962,Azerbaijan,Europe_Central_Asia,4157301,.,61.84,,,,,,,,,,,,,,,,,,,,
1962,Belarus,Europe_Central_Asia,8365073,.,71.29,,,,,,,,,,,,,,,,,,,,
1962,Belgium,Europe_Central_Asia,9218400,10991.21,70.25,,,,,,,,,,,,,,,,,,,,
1962,Bosnia_and_Herzegovina,Europe_Central_Asia,3349000,1709.68,61.65,,,,,,,,,,,,,,,,,,,,
1962,Bulgaria,Europe_Central_Asia,8012946,4254.34,69.51,,,,,,,,,,,,,,,,,,,,
1962,Croatia,Europe_Central_Asia,4076557,5477.89,66.96,,,,,,,,,,,,,,,,,,,,
1962,Cyprus,Europe_Central_Asia,576000,.,69.09,,,,,,,,,,,,,,,,,,,,
1962,Denmark,Europe_Central_Asia,4646899,12831.71,72.35,,,,,,,,,,,,,,,,,,,,
1962,Estonia,Europe_Central_Asia,1238786,.,69.84,,,,,,,,,,,,,,,,,,,,
1962,Finland,Europe_Central_Asia,4491443,9371.84,68.75,,,,,,,,,,,,,,,,,,,,
1962,France,Europe_Central_Asia,47124000,11191.29,70.51,,,,,,,,,,,,,,,,,,,,
1962,Georgia,Europe_Central_Asia,4278649,.,64.44,,,,,,,,,,,,,,,,,,,,
1962,Germany,Europe_Central_Asia,73739117,12902.46,70.21,,,,,,,,,,,,,,,,,,,,
1962,Greece,Europe_Central_Asia,8448233,5653.18,69.37,,,,,,,,,,,,,,,,,,,,
1962,Hungary,Europe_Central_Asia,10063000,7550.36,67.96,,,,,,,,,,,,,,,,,,,,
1962,Iceland,Europe_Central_Asia,182053,10350.16,73.68,,,,,,,,,,,,,,,,,,,,
1962,Ireland,Europe_Central_Asia,2830000,6631.6,69.99,,,,,,,,,,,,,,,,,,,,
1962,Italy,Europe_Central_Asia,50843200,8243.58,69.24,,,,,,,,,,,,,,,,,,,,
1962,Kazakhstan,Europe_Central_Asia,10945885,.,59.15,,,,,,,,,,,,,,,,,,,,
1962,Latvia,Europe_Central_Asia,2172829,.,69.88,,,,,,,,,,,,,,,,,,,,
1962,Lithuania,Europe_Central_Asia,2850220,.,69.4,,,,,,,,,,,,,,,,,,,,
1962,Luxembourg,Europe_Central_Asia,320750,17713.7,68.67,,,,,,,,,,,,,,,,,,,,
1962,Macedonia_FYR,Europe_Central_Asia,1401167,3347.13,61.95,,,,,,,,,,,,,,,,,,,,
1962,Malta,Europe_Central_Asia,329011,2250.88,68.88,,,,,,,,,,,,,,,,,,,,
1962,Moldova,Europe_Central_Asia,3136438,.,62.18,,,,,,,,,,,,,,,,,,,,
1962,Montenegro,Europe_Central_Asia,474528,4649.59,63.52,,,,,,,,,,,,,,,,,,,,
1962,Netherlands,Europe_Central_Asia,11805689,11167.47,73.23,,,,,,,,,,,,,,,,,,,,
1962,Norway,Europe_Central_Asia,3638919,12393,73.47,,,,,,,,,,,,,,,,,,,,
1962,Poland,Europe_Central_Asia,30329617,5338.75,67.64,,,,,,,,,,,,,,,,,,,,
1962,Portugal,Europe_Central_Asia,9019800,4727.95,64.39,,,,,,,,,,,,,,,,,,,,
1962,Romania,Europe_Central_Asia,18680721,4735,66.46,,,,,,,,,,,,,,,,,,,,
1962,Serbia,Europe_Central_Asia,7616060,6289.63,64.31,,,,,,,,,,,,,,,,,,,,
1962,Slovak_Republic,Europe_Central_Asia,4237384,7481.11,70.33,,,,,,,,,,,,,,,,,,,,
1962,Slovenia,Europe_Central_Asia,1582962,7402.3,69.05,,,,,,,,,,,,,,,,,,,,
1962,Spain,Europe_Central_Asia,31158061,5693.84,69.69,,,,,,,,,,,,,,,,,,,,
1962,Sweden,Europe_Central_Asia,7561588,13138,73.37,,,,,,,,,,,,,,,,,,,,
1962,Switzerland,Europe_Central_Asia,5666000,20431.09,71.32,,,,,,,,,,,,,,,,,,,,
1962,Tajikistan,Europe_Central_Asia,2253472,.,57.06,,,,,,,,,,,,,,,,,,,,
1962,Turkey,Europe_Central_Asia,29788695,2705.56,51.7,,,,,,,,,,,,,,,,,,,,
1962,Turkmenistan,Europe_Central_Asia,1704534,.,55.31,,,,,,,,,,,,,,,,,,,,
1962,Ukraine,Europe_Central_Asia,43697245,.,70.76,,,,,,,,,,,,,,,,,,,,
1962,United_Kingdom,Europe_Central_Asia,53292000,12477.18,70.92,,,,,,,,,,,,,,,,,,,,
1962,Uzbekistan,Europe_Central_Asia,9209650,.,59.78,,,,,,,,,,,,,,,,,,,,
1962,Australia,Asia_Pacific,10794968,12217.23,70.93,,,,,,,,,,,,,,,,,,,,
1962,Brunei,Asia_Pacific,90822,.,62.76,,,,,,,,,,,,,,,,,,,,
1962,Cambodia,Asia_Pacific,6083619,496.91,43.43,,,,,,,,,,,,,,,,,,,,
1962,China,Asia_Pacific,665770000,484.67,44.5,,,,,,,,,,,,,,,,,,,,
1962,Fiji,Asia_Pacific,421869,2039.39,56.31,,,,,,,,,,,,,,,,,,,,
1962,French_Polynesia,Asia_Pacific,83471,.,56.97,,,,,,,,,,,,,,,,,,,,
1962,Hong_Kong_China,Asia_Pacific,3305200,4692.65,67.42,,,,,,,,,,,,,,,,,,,,
1962,Indonesia,Asia_Pacific,99028000,849.29,42.27,,,,,,,,,,,,,,,,,,,,
1962,Japan,Asia_Pacific,95831757,6576.65,68.73,,,,,,,,,,,,,,,,,,,,
1962,Korea_Dem_Rep,Asia_Pacific,10917494,1234,56.46,,,,,,,,,,,,,,,,,,,,
1962,Korea_Rep,Asia_Pacific,26420307,1169,54.99,,,,,,,,,,,,,,,,,,,,
1962,Macao_China,Asia_Pacific,198464,.,60.65,,,,,,,,,,,,,,,,,,,,
1962,Malaysia,Asia_Pacific,8906385,2036.88,55.37,,,,,,,,,,,,,,,,,,,,
1962,Micronesia_Fed_Sts,Asia_Pacific,44427,.,58.38,,,,,,,,,,,,,,,,,,,,
1962,Mongolia,Asia_Pacific,1010280,1056.35,47.97,,,,,,,,,,,,,,,,,,,,
1962,Myanmar,Asia_Pacific,23634436,684.61,45.03,,,,,,,,,,,,,,,,,,,,
1962,New_Caledonia,Asia_Pacific,84518,.,57.45,,,,,,,,,,,,,,,,,,,,
1962,New_Zealand,Asia_Pacific,2488550,13175.68,71.24,,,,,,,,,,,,,,,,,,,,
1962,Papua_New_Guinea,Asia_Pacific,1837378,1220,39.44,,,,,,,,,,,,,,,,,,,,
1962,Philippines,Asia_Pacific,30325264,1649.55,54.45,,,,,,,,,,,,,,,,,,,,
1962,Samoa,Asia_Pacific,117081,.,50.8,,,,,,,,,,,,,,,,,,,,
1962,Singapore,Asia_Pacific,1750200,3674.74,65.56,,,,,,,,,,,,,,,,,,,,
1962,Solomon_Islands,Asia_Pacific,133007,.,50.18,,,,,,,,,,,,,,,,,,,,
1962,Taiwan,Asia_Pacific,11918938,2137,65.2,,,,,,,,,,,,,,,,,,,,
1962,Thailand,Asia_Pacific,29263397,1002.2,55.39,,,,,,,,,,,,,,,,,,,,
1962,Timor-Leste,Asia_Pacific,526603,.,34.74,,,,,,,,,,,,,,,,,,,,
1962,Tonga,Asia_Pacific,67709,.,62.16,,,,,,,,,,,,,,,,,,,,
1962,Vietnam,Asia_Pacific,33796140,772.05,45.12,,,,,,,,,,,,,,,,,,,,
1962,Vanuatu,Asia_Pacific,69333,.,47.7,,,,,,,,,,,,,,,,,,,,
1963,Angola,Africa,4919586,4413.6,34.2,,,,,,,,,,,,,,,,,,,,
1963,Benin,Africa,2202775,970.34,42.1,,,,,,,,,,,,,,,,,,,,
1963,Botswana,Africa,521237,999.69,51.68,,,,,,,,,,,,,,,,,,,,
1963,Burkina_Faso,Africa,4952695,708.58,38.73,,,,,,,,,,,,,,,,,,,,
1963,Burundi,Africa,3008458,364.13,42.25,,,,,,,,,,,,,,,,,,,,
1963,Cameroon,Africa,5892378,1427.16,42.86,,,,,,,,,,,,,,,,,,,,
1963,Cape_Verde,Africa,216919,712.76,53.28,,,,,,,,,,,,,,,,,,,,
1963,Chad,Africa,3207638,1345.06,41.9,,,,,,,,,,,,,,,,,,,,
1963,Comoros,Africa,196348,1666.01,44.64,,,,,,,,,,,,,,,,,,,,
1963,Congo_Dem_Rep,Africa,18027167,915,41.99,,,,,,,,,,,,,,,,,,,,
1963,Congo_Rep,Africa,1072198,2489.39,50.17,,,,,,,,,,,,,,,,,,,,
1963,Cote_d_Ivoire,Africa,3985277,1935.62,42.16,,,,,,,,,,,,,,,,,,,,
1963,Equatorial_Guinea,Africa,250419,661.42,37.63,,,,,,,,,,,,,,,,,,,,
1963,Eritrea,Africa,1693045,422.94,40.37,,,,,,,,,,,,,,,,,,,,
1963,Ethiopia,Africa,25659679,465.63,40.28,,,,,,,,,,,,,,,,,,,,
1963,Gabon,Africa,461357,6988.93,40.94,,,,,,,,,,,,,,,,,,,,
1963,Ghana,Africa,7563839,1197.51,46.6,,,,,,,,,,,,,,,,,,,,
1963,Guinea,Africa,3198659,637.63,37.17,,,,,,,,,,,,,,,,,,,,
1963,Guinea-Bissau,Africa,633939,608.93,35.33,,,,,,,,,,,,,,,,,,,,
1963,Kenya,Africa,8957178,912.86,48.21,,,,,,,,,,,,,,,,,,,,
1963,Lesotho,Africa,912006,446.09,47.81,,,,,,,,,,,,,,,,,,,,
1963,Liberia,Africa,1143525,631.84,41.53,,,,,,,,,,,,,,,,,,,,
1963,Madagascar,Africa,5821158,1594.74,41.05,,,,,,,,,,,,,,,,,,,,
1963,Malawi,Africa,3726394,409.48,38.45,,,,,,,,,,,,,,,,,,,,
1963,Mali,Africa,4788073,518.77,36.51,,,,,,,,,,,,,,,,,,,,
1963,Mauritania,Africa,1162199,978,45.44,,,,,,,,,,,,,,,,,,,,
1963,Mauritius,Africa,715140,2824.71,60.53,,,,,,,,,,,,,,,,,,,,
1963,Mayotte,Africa,29849,.,57.53,,,,,,,,,,,,,,,,,,,,
1963,Mozambique,Africa,7957010,525.45,36.35,,,,,,,,,,,,,,,,,,,,
1963,Namibia,Africa,637428,3402.72,48.7,,,,,,,,,,,,,,,,,,,,
1963,Niger,Africa,4162926,1073.59,37.68,,,,,,,,,,,,,,,,,,,,
1963,Nigeria,Africa,42891491,1228.98,38.63,,,,,,,,,,,,,,,,,,,,
1963,Reunion,Africa,371000,3307.58,57.89,,,,,,,,,,,,,,,,,,,,
1963,Rwanda,Africa,3129004,525.43,43.14,,,,,,,,,,,,,,,,,,,,
1963,Sao_Tome_and_Principe,Africa,66361,1136.31,52.15,,,,,,,,,,,,,,,,,,,,
1963,Senegal,Africa,3516025,1677,40.89,,,,,,,,,,,,,,,,,,,,
1963,Sierra_Leone,Africa,2505118,1118.69,33.91,,,,,,,,,,,,,,,,,,,,
1963,Somalia,Africa,3145420,1393.03,37.18,,,,,,,,,,,,,,,,,,,,
1963,South_Africa,Africa,18856708,6045.12,50.19,,,,,,,,,,,,,,,,,,,,
1963,Sudan,Africa,11492735,1852.46,43.87,,,,,,,,,,,,,,,,,,,,
1963,Swaziland,Africa,379526,1913.56,45.13,,,,,,,,,,,,,,,,,,,,
1963,Tanzania,Africa,11185238,745.36,44.42,,,,,,,,,,,,,,,,,,,,
1963,Togo,Africa,1566469,1092.43,45.98,,,,,,,,,,,,,,,,,,,,
1963,Uganda,Africa,7913960,830.8,45.62,,,,,,,,,,,,,,,,,,,,
1963,Zambia,Africa,3508000,1447.58,46.19,,,,,,,,,,,,,,,,,,,,
1963,Zimbabwe,Africa,4412423,506.09,52.58,,,,,,,,,,,,,,,,,,,,
1963,Afghanistan,South_Asia,10500711,849.44,32.2,,,,,,,,,,,,,,,,,,,,
1963,Bangladesh,South_Asia,58226108,741,41.44,,,,,,,,,,,,,,,,,,,,
1963,Bhutan,South_Asia,914885,.,37.86,,,,,,,,,,,,,,,,,,,,
1963,India,South_Asia,464000000,717,44.35,,,,,,,,,,,,,,,,,,,,
1963,Maldives,South_Asia,94527,.,45.47,,,,,,,,,,,,,,,,,,,,
1963,Nepal,South_Asia,10500330,657.22,39.53,,,,,,,,,,,,,,,,,,,,
1963,Pakistan,South_Asia,54524471,831,50.85,,,,,,,,,,,,,,,,,,,,
1963,Sri_Lanka,South_Asia,10686957,1069.52,58.64,,,,,,,,,,,,,,,,,,,,
1963,Algeria,Middle_East,11272878,3146.58,48.62,,,,,,,,,,,,,,,,,,,,
1963,Bahrain,Middle_East,179108,13030.13,57.19,,,,,,,,,,,,,,,,,,,,
1963,Djibouti,Middle_East,96376,3047.41,39.94,,,,,,,,,,,,,,,,,,,,
1963,Iraq,Middle_East,7468223,7565.25,52.87,,,,,,,,,,,,,,,,,,,,
1963,Israel,Middle_East,2406662,7546.03,69.58,,,,,,,,,,,,,,,,,,,,
1963,Jordan,Middle_East,974549,2374.59,48.41,,,,,,,,,,,,,,,,,,,,
1963,Kuwait,Middle_East,394128,91444.07,60.97,,,,,,,,,,,,,,,,,,,,
1963,Lebanon,Middle_East,1940191,5622.87,62.31,,,,,,,,,,,,,,,,,,,,
1963,Libya,Middle_East,1498607,8862.05,48.04,,,,,,,,,,,,,,,,,,,,
1963,Morocco,Middle_East,13385360,1581.36,48.16,,,,,,,,,,,,,,,,,,,,
1963,Oman,Middle_East,644990,2975.73,43.46,,,,,,,,,,,,,,,,,,,,
1963,Qatar,Middle_East,58146,.,55.24,,,,,,,,,,,,,,,,,,,,
1963,Saudi_Arabia,Middle_East,5065249,12332.87,46.32,,,,,,,,,,,,,,,,,,,,
1963,Tunisia,Middle_East,4374477,1872.91,49.77,,,,,,,,,,,,,,,,,,,,
1963,United_Arab_Emirates,Middle_East,123751,.,55.38,,,,,,,,,,,,,,,,,,,,
1963,West_Bank_and_Gaza,Middle_East,1156474,2282.6,48.41,,,,,,,,,,,,,,,,,,,,
1963,Yemen_Rep,Middle_East,6248206,832.92,35.31,,,,,,,,,,,,,,,,,,,,
1963,Argentina,America,21616403,6852.54,65.52,,,,,,,,,,,,,,,,,,,,
1963,Aruba,America,58541,.,66.81,,,,,,,,,,,,,,,,,,,,
1963,Barbados,America,230738,5863.17,66.1,,,,,,,,,,,,,,,,,,,,
1963,Belize,America,100712,1941.29,62.93,,,,,,,,,,,,,,,,,,,,
1963,Bolivia,America,3677637,2268.27,43.61,,,,,,,,,,,,,,,,,,,,
1963,Brazil,America,78316598,3260.25,55.86,,,,,,,,,,,,,,,,,,,,
1963,Canada,America,19342841,13882.56,71.31,,,,,,,,,,,,,,,,,,,,
1963,Chile,America,8147349,4695.23,58.28,,,,,,,,,,,,,,,,,,,,
1963,Colombia,America,17546017,2493.77,58.2,,,,,,,,,,,,,,,,,,,,
1963,Costa_Rica,America,1393441,3627.39,63.29,,,,,,,,,,,,,,,,,,,,
1963,Cuba,America,7414884,5143.38,65.76,,,,,,,,,,,,,,,,,,,,
1963,Ecuador,America,4822279,4068.08,54.9,,,,,,,,,,,,,,,,,,,,
1963,El_Salvador,America,2836090,3817.2,53.37,,,,,,,,,,,,,,,,,,,,
1963,French_Guiana,America,35973,.,60.03,,,,,,,,,,,,,,,,,,,,
1963,Grenada,America,92076,.,63.66,,,,,,,,,,,,,,,,,,,,
1963,Guadeloupe,America,289527,.,64.75,,,,,,,,,,,,,,,,,,,,
1963,Guatemala,America,4329980,2928.41,47.28,,,,,,,,,,,,,,,,,,,,
1963,Guyana,America,612069,1884.75,57.56,,,,,,,,,,,,,,,,,,,,
1963,Haiti,America,3964060,1644.38,43.9,,,,,,,,,,,,,,,,,,,,
1963,Honduras,America,2165930,2293.2,48.29,,,,,,,,,,,,,,,,,,,,
1963,Jamaica,America,1697847,5312.99,65.85,,,,,,,,,,,,,,,,,,,,
1963,Martinique,America,301371,.,64.47,,,,,,,,,,,,,,,,,,,,
1963,Mexico,America,42434264,4803.87,58.64,,,,,,,,,,,,,,,,,,,,
1963,Netherlands_Antilles,America,141865,.,66.8,,,,,,,,,,,,,,,,,,,,
1963,Nicaragua,America,1642083,3902.48,48.95,,,,,,,,,,,,,,,,,,,,
1963,Panama,America,1251278,3760.37,62.27,,,,,,,,,,,,,,,,,,,,
1963,Paraguay,America,2061907,2150.97,64.41,,,,,,,,,,,,,,,,,,,,
1963,Peru,America,10825800,5038.46,49.26,,,,,,,,,,,,,,,,,,,,
1963,Puerto_Rico,America,2496601,5529.93,69.89,,,,,,,,,,,,,,,,,,,,
1963,Suriname,America,316001,.,60.78,,,,,,,,,,,,,,,,,,,,
1963,Trinidad_and_Tobago,America,904380,5154.49,64.92,,,,,,,,,,,,,,,,,,,,
1963,United_States,America,189242000,19461.1,70.04,,,,,,,,,,,,,,,,,,,,
1963,Uruguay,America,2632111,5558.9,68.44,,,,,,,,,,,,,,,,,,,,
1963,Albania,Europe_Central_Asia,1779715,2391.78,64.89,,,,,,,,,,,,,,,,,,,,
1963,Armenia,Europe_Central_Asia,2065618,.,67.3,,,,,,,,,,,,,,,,,,,,
1963,Austria,Europe_Central_Asia,7175811,11116.7,69.67,,,,,,,,,,,,,,,,,,,,
1963,Azerbaijan,Europe_Central_Asia,4283470,.,62.25,,,,,,,,,,,,,,,,,,,,
1963,Belarus,Europe_Central_Asia,8438881,.,71.95,,,,,,,,,,,,,,,,,,,,
1963,Belgium,Europe_Central_Asia,9283100,11396.13,70.06,,,,,,,,,,,,,,,,,,,,
1963,Bosnia_and_Herzegovina,Europe_Central_Asia,3399000,1869.42,62.26,,,,,,,,,,,,,,,,,,,,
1963,Bulgaria,Europe_Central_Asia,8078145,4412.81,70.34,,,,,,,,,,,,,,,,,,,,
1963,Croatia,Europe_Central_Asia,4098506,5989.69,67.31,,,,,,,,,,,,,,,,,,,,
1963,Cyprus,Europe_Central_Asia,582300,.,69.31,,,,,,,,,,,,,,,,,,,,
1963,Denmark,Europe_Central_Asia,4683579,12828.01,72.44,,,,,,,,,,,,,,,,,,,,
1963,Estonia,Europe_Central_Asia,1254604,.,69.9,,,,,,,,,,,,,,,,,,,,
1963,Finland,Europe_Central_Asia,4523309,9612.4,69.16,,,,,,,,,,,,,,,,,,,,
1963,France,Europe_Central_Asia,47808000,11579.29,70.36,,,,,,,,,,,,,,,,,,,,
1963,Georgia,Europe_Central_Asia,4344220,.,64.85,,,,,,,,,,,,,,,,,,,,
1963,Germany,Europe_Central_Asia,74340260,13158.88,70.38,,,,,,,,,,,,,,,,,,,,
1963,Greece,Europe_Central_Asia,8479625,6213.79,69.68,,,,,,,,,,,,,,,,,,,,
1963,Hungary,Europe_Central_Asia,10091000,7942.53,68.98,,,,,,,,,,,,,,,,,,,,
1963,Iceland,Europe_Central_Asia,185481,11221.63,72.98,,,,,,,,,,,,,,,,,,,,
1963,Ireland,Europe_Central_Asia,2850000,6896.75,70.24,,,,,,,,,,,,,,,,,,,,
1963,Italy,Europe_Central_Asia,51198300,8636.91,69.35,,,,,,,,,,,,,,,,,,,,
1963,Kazakhstan,Europe_Central_Asia,11311646,.,59.59,,,,,,,,,,,,,,,,,,,,
1963,Latvia,Europe_Central_Asia,2199396,.,70.29,,,,,,,,,,,,,,,,,,,,
1963,Lithuania,Europe_Central_Asia,2886180,.,70.58,,,,,,,,,,,,,,,,,,,,
1963,Luxembourg,Europe_Central_Asia,324100,17788.6,68.89,,,,,,,,,,,,,,,,,,,,
1963,Macedonia_FYR,Europe_Central_Asia,1422470,3659.85,62.55,,,,,,,,,,,,,,,,,,,,
1963,Malta,Europe_Central_Asia,328116,2255.34,68.96,,,,,,,,,,,,,,,,,,,,
1963,Moldova,Europe_Central_Asia,3204914,.,62.57,,,,,,,,,,,,,,,,,,,,
1963,Montenegro,Europe_Central_Asia,480046,5084.01,64.1,,,,,,,,,,,,,,,,,,,,
1963,Netherlands,Europe_Central_Asia,11965966,11420.64,73.35,,,,,,,,,,,,,,,,,,,,
